dataset,trajectory,num_points,threshold,split,status,error,pkl_path
huron,Feb-09-2023-bww8-intloss_00000012_7,6,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000012_7/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000012_8,4,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000012_8/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000012_9,156,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000012_9/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000013_0,133,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000013_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000013_1,3,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000013_1/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000013_2,90,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000013_2/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000013_3,59,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000013_3/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000014_0,183,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000014_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000015_0,258,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000015_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000015_1,27,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000015_1/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000015_10,6,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000015_10/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000015_11,6,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000015_11/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000015_12,44,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000015_12/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000015_2,3,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000015_2/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000015_3,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000015_3/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000015_4,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000015_4/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000015_5,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000015_5/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000015_6,4,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000015_6/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000015_7,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000015_7/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000015_8,2,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000015_8/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000015_9,4,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000015_9/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000016_0,72,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000016_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000016_1,113,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000016_1/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000016_2,142,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000016_2/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000017_0,283,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000017_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000018_0,30,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000018_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000018_1,109,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000018_1/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000018_2,134,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000018_2/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000019_0,145,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000019_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000019_1,9,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000019_1/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000020_0,111,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000020_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000020_1,7,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000020_1/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000020_2,76,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000020_2/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000020_3,96,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000020_3/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000020_4,73,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000020_4/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000020_5,11,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000020_5/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000020_6,4,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000020_6/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000021_0,165,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000021_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000022_0,20,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000022_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000022_1,55,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000022_1/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000022_10,120,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000022_10/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000022_11,124,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000022_11/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000022_2,47,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000022_2/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000022_3,18,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000022_3/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000022_4,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000022_4/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000022_5,36,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000022_5/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000022_6,4,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000022_6/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000022_7,9,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000022_7/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000022_8,10,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000022_8/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000022_9,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000022_9/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000023_0,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000023_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000023_1,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000023_1/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000023_2,2,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000023_2/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000023_3,88,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000023_3/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000023_4,6,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000023_4/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000023_5,11,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000023_5/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000023_6,54,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000023_6/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000024_0,155,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000024_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000024_1,54,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000024_1/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000024_2,55,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000024_2/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000024_3,66,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000024_3/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000024_4,98,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000024_4/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000025_0,32,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000025_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000025_1,17,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000025_1/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000025_2,139,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000025_2/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000026_0,58,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000026_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000026_1,79,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000026_1/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000027_0,9,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000027_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000027_1,77,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000027_1/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000027_2,62,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000027_2/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000028_0,74,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000028_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000028_1,4,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000028_1/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000028_2,256,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000028_2/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000029_0,13,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000029_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000029_1,93,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000029_1/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000029_2,225,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000029_2/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000029_3,2,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000029_3/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000029_4,4,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000029_4/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000030_0,88,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000030_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000030_1,187,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000030_1/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000030_2,7,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000030_2/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000031_0,44,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000031_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000031_1,31,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000031_1/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000031_2,51,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000031_2/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000031_3,69,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000031_3/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000031_4,12,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000031_4/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000031_5,198,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000031_5/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000032_0,66,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000032_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000032_1,54,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000032_1/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000032_2,7,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000032_2/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000032_3,12,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000032_3/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000032_4,17,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000032_4/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000032_5,40,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000032_5/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000032_6,192,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000032_6/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000033_0,41,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000033_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000033_1,4,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000033_1/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000033_2,26,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000033_2/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000033_3,8,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000033_3/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000033_4,49,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000033_4/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000033_5,70,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000033_5/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000033_6,184,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000033_6/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000034_0,69,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000034_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000034_1,3,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000034_1/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000034_2,254,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000034_2/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000035_0,94,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000035_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000035_1,14,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000035_1/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000035_2,4,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000035_2/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000035_3,160,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000035_3/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000035_4,60,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000035_4/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000036_0,69,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000036_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000036_1,251,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000036_1/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000037_0,48,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000037_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000037_1,4,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000037_1/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000037_2,145,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000037_2/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000038_0,37,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000038_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000038_1,270,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000038_1/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000038_2,10,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000038_2/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000038_3,4,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000038_3/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000038_4,4,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000038_4/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000038_5,13,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000038_5/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000039_0,93,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000039_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000039_1,3,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000039_1/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000039_2,223,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000039_2/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000040_0,63,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000040_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000040_1,7,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000040_1/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000040_2,25,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000040_2/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000040_3,14,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000040_3/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000040_4,203,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000040_4/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000041_0,87,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000041_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000041_1,74,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000041_1/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000041_2,6,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000041_2/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000042_0,174,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000042_0/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000042_1,13,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000042_1/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000042_10,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000042_10/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000042_11,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000042_11/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000042_12,2,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000042_12/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000042_13,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000042_13/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000042_14,3,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000042_14/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000042_15,1,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000042_15/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000042_16,11,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000042_16/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000042_17,11,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000042_17/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000042_18,154,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000042_18/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000042_19,10,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000042_19/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000042_2,27,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000042_2/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000042_20,12,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000042_20/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000042_21,142,20,train,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000042_21/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000042_3,4,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000042_3/traj_data.pkl
huron,Feb-09-2023-bww8-intloss_00000042_4,3,20,test,ok,,/root/data1/visualnav-transformer_4_60/datasets/huron/Feb-09-2023-bww8-intloss_00000042_4/traj_data.pkl
